Threads
thread	group	parent	class	method
--------------------------------------------------------------
0x80a4b80	Finalizer	system	<unknown>	
0x80a3e38	Reference Handler	system	<unknown>	
0x8246ea8	Signal Dispatcher	system	<unknown>	
0x8244db0	jmp-gtk	system	<unknown>	



Classdump
class_name	#instaces	max #instances	size	#GC	tenure
java.net.URLStreamHandler	void setURL (java.net.URL, java.lang.String, java.lang.String, int, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String)	0.000209000	29	0.000123000	0	0
java.lang.System	java.lang.String getProperty (java.lang.String)	0.000209000	22	0.000707000	0	0
sun.misc.URLClassPath$3	void <init> (sun.misc.URLClassPath, java.net.URL)	0.000208000	61	0.000000000	0	0
java.lang.Class	java.lang.reflect.Field[] getDeclaredFields0 (boolean)	0.000206000	2	0.000000000	47	2184
sun.misc.URLClassPath$Loader	void <init> (java.net.URL)	0.000206000	61	0.000000000	0	0
java.util.LinkedHashMap	boolean removeEldestEntry (java.util.Map$Entry)	0.000204000	67	0.000000000	0	0
java.util.AbstractList$Itr	java.lang.Object next ()	0.000204000	19	0.000245000	0	0
java.net.URLClassLoader	java.lang.Package definePackage (java.lang.String, java.util.jar.Manifest, java.net.URL)	0.000199000	3	0.004729000	0	0
java.net.URL	void <init> (java.net.URL, java.lang.String)	0.000199000	29	0.023822000	0	0
java.util.AbstractList	java.util.Iterator iterator ()	0.000197000	12	0.000133000	12	288
java.security.CodeSource	int hashCode ()	0.000197000	27	0.000086000	0	0
sun.reflect.ClassFileAssembler	void opc_ifeq (sun.reflect.Label)	0.000196000	9	0.000795000	0	0
java.util.regex.Pattern$Branch	boolean study (java.util.regex.Pattern$TreeInfo)	0.000195000	7	0.003563000	0	0
sun.misc.FileURLMapper	void <init> (java.net.URL)	0.000193000	60	0.000000000	0	0
java.lang.Object	int hashCode ()	0.000192000	54	0.000000000	0	0
sun.reflect.ClassFileAssembler	void opc_goto (sun.reflect.Label)	0.000191000	9	0.000769000	0	0
sun.nio.cs.StreamEncoder	void write (char[], int, int)	0.000190000	17	0.003198000	0	0
sun.reflect.ClassFileAssembler	void emitConstantPoolClass (short)	0.000190000	18	0.000713000	0	0
java.lang.Throwable	void printStackTrace (java.io.PrintStream)	0.000188000	1	0.011140000	7	112
java.io.FilePermission	void init (int)	0.000188000	5	0.004606000	5	80
java.io.BufferedWriter	void flushBuffer ()	0.000187000	17	0.003560000	0	0
sun.reflect.ClassFileAssembler	void opc_aload_2 ()	0.000186000	18	0.000353000	0	0
java.util.regex.Pattern	int read ()	0.000182000	27	0.000082000	0	0
java.security.Provider	void <clinit> ()	0.000182000	1	0.011474000	2	64
java.lang.String	void <init> (byte[], int, int, java.lang.String)	0.000178000	16	0.006517000	0	0
java.util.jar.Manifest$FastInputStream	void fill ()	0.000177000	12	0.000086000	0	0
java.util.zip.ZipFile	int getTotal (long)	0.000176000	46	0.000029000	2	112
java.net.URLClassLoader	java.security.PermissionCollection getPermissions (java.security.CodeSource)	0.000175000	4	0.020998000	2	48
java.lang.ClassLoader	java.lang.String defineClassSourceLocation (java.security.ProtectionDomain)	0.000174000	23	0.003603000	0	0
java.io.BufferedOutputStream	void flush ()	0.000173000	25	0.000421000	0	0
java.net.URLClassLoader$1	void <init> (java.net.URLClassLoader, java.lang.String)	0.000173000	46	0.000000000	0	0
java.util.zip.Inflater	void reset (long)	0.000173000	30	0.000035000	2	104
java.util.regex.Pattern	java.util.regex.Pattern$Node createGroup (boolean)	0.000171000	9	0.000191000	18	360
java.security.Permissions	java.security.PermissionCollection getPermissionCollection (java.security.Permission, boolean)	0.000171000	8	0.002292000	0	0
java.lang.ClassLoader	void addClass (java.lang.Class)	0.000171000	24	0.000289000	0	0
java.lang.ClassLoader	void postDefineClass (java.lang.Class, java.security.ProtectionDomain)	0.000171000	23	0.000074000	0	0
sun.misc.Resource	java.nio.ByteBuffer getByteBuffer ()	0.000169000	23	0.076543000	0	0
java.util.zip.ZipFile	long getMappedLen (long)	0.000167000	46	0.000027000	2	120
java.lang.Class	int getModifiers ()	0.000166000	49	0.000000000	0	0
java.util.jar.Manifest$FastInputStream	int readLine (byte[])	0.000166000	25	0.000462000	0	0
java.util.zip.ZipFile	long getMappedAddr (long)	0.000164000	46	0.000027000	2	120
java.util.jar.JarFile$JarFileEntry	java.security.CodeSigner[] getCodeSigners ()	0.000164000	22	0.000214000	0	0
java.util.jar.Manifest	java.util.jar.Attributes getAttributes (java.lang.String)	0.000164000	23	0.000713000	0	0
sun.misc.URLClassPath$JarLoader$1	void <init> (sun.misc.URLClassPath$JarLoader, java.lang.String, java.net.URL, java.util.jar.JarEntry)	0.000162000	22	0.000070000	0	0
sun.misc.URLClassPath$JarLoader$1	java.util.jar.Manifest getManifest ()	0.000160000	22	0.012265000	0	0
java.lang.StringCoding	char[] trim (char[], int)	0.000159000	16	0.000055000	16	968
java.util.jar.JarFile	java.util.jar.Manifest getManifest ()	0.000159000	24	0.027881000	0	0
java.io.FileOutputStream	void writeBytes (byte[], int, int)	0.000159000	17	0.000000000	0	0
sun.misc.URLClassPath$JarLoader$1	int getContentLength ()	0.000158000	22	0.000068000	0	0
java.util.zip.ZipFile$ZipCloser	void <init> (long)	0.000157000	46	0.000000000	0	0
java.net.URLClassLoader	java.lang.Class access$100 (java.net.URLClassLoader, java.lang.String, sun.misc.Resource)	0.000156000	23	0.250397000	0	0
java.util.Properties	java.lang.String getProperty (java.lang.String)	0.000156000	25	0.000414000	0	0
sun.misc.URLClassPath$JarLoader$1	java.security.CodeSigner[] getCodeSigners ()	0.000156000	22	0.000378000	0	0
sun.misc.URLClassPath$JarLoader$1	java.io.InputStream getInputStream ()	0.000156000	22	0.075690000	0	0
sun.reflect.ByteVectorFactory	sun.reflect.ByteVector create ()	0.000154000	4	0.000058000	4	64
sun.misc.Cleaner	sun.misc.Cleaner add (sun.misc.Cleaner)	0.000154000	46	0.000000000	0	0
sun.misc.ASCIICaseInsensitiveComparator	int compare (java.lang.Object, java.lang.Object)	0.000151000	2	0.000128000	0	0
sun.misc.ExtensionDependency	boolean checkExtensionsDependencies (java.util.jar.JarFile)	0.000149000	46	0.000000000	0	0
java.security.AccessController	java.lang.Object doPrivileged (java.security.PrivilegedAction)	0.000149000	14	0.026133000	0	0
java.lang.System	void checkKey (java.lang.String)	0.000148000	23	0.000072000	0	0
java.security.CodeSource	java.security.cert.Certificate[] getCertificates ()	0.000147000	46	0.000000000	0	0
java.util.jar.JarFile	void access$000 (java.util.jar.JarFile)	0.000146000	22	0.000068000	0	0
sun.misc.SharedSecrets	sun.misc.JavaUtilJarAccess javaUtilJarAccess ()	0.000145000	46	0.000000000	0	0
java.io.BufferedOutputStream	void flushBuffer ()	0.000145000	25	0.000276000	0	0
java.util.jar.Attributes$Name	void <clinit> ()	0.000144000	1	0.006173000	17	272
org.openscience.cdk.AtomContainer	void <init> (int, int)	0.000138000	1	0.000323000	19	1040
java.lang.ClassLoader$NativeLibrary	long find (java.lang.String)	0.000137000	19	0.000000000	0	0
java.util.HashMap	void <init> (int)	0.000137000	20	0.000438000	0	0
sun.reflect.ReflectionFactory	sun.reflect.ConstructorAccessor newConstructorAccessor (java.lang.reflect.Constructor)	0.000137000	2	0.000139000	3	56
java.net.URL	boolean equals (java.lang.Object)	0.000137000	19	0.001651000	0	0
java.util.jar.JarFile	void maybeInstantiateVerifier ()	0.000135000	44	0.000000000	0	0
java.net.URLStreamHandler	boolean equals (java.net.URL, java.net.URL)	0.000134000	19	0.001517000	0	0
java.util.regex.Pattern$BitClass	boolean study (java.util.regex.Pattern$TreeInfo)	0.000134000	19	0.003384000	0	0
java.lang.String	void <init> (byte[], int, int, int)	0.000133000	13	0.000043000	13	504
java.io.BufferedOutputStream	void write (byte[], int, int)	0.000129000	17	0.000057000	0	0
sun.reflect.ClassFileAssembler	void opc_invokevirtual (short, int, int)	0.000129000	9	0.000398000	0	0
java.lang.Package	java.lang.Package getSystemPackage (java.lang.String)	0.000129000	6	0.000584000	0	0
java.util.jar.JarFile	void <clinit> ()	0.000128000	1	0.000010000	4	624
java.io.FilePermission$1	java.lang.Object run ()	0.000127000	5	0.004355000	6	96
java.util.StringTokenizer	int skipDelimiters (int)	0.000126000	12	0.000109000	0	0
sun.misc.URLClassPath$JarLoader	java.net.URL[] parseClassPath (java.net.URL, java.lang.String)	0.000126000	2	0.004394000	9	408
java.lang.Class	boolean isPrimitive ()	0.000125000	38	0.000000000	0	0
java.lang.Float	boolean isNaN (float)	0.000125000	40	0.000000000	0	0
java.io.FilePermission	java.security.PermissionCollection newPermissionCollection ()	0.000124000	4	0.000514000	4	64
java.util.regex.Pattern	java.util.regex.Pattern$Node expr (java.util.regex.Pattern$Node)	0.000123000	10	0.036660000	1	16
java.net.URL	void set (java.lang.String, java.lang.String, int, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String)	0.000123000	29	0.000000000	0	0
java.lang.Throwable	java.lang.StackTraceElement getStackTraceElement (int)	0.000122000	7	0.000000000	19	512
java.lang.Class	java.lang.String getName0 ()	0.000122000	8	0.000000000	12	496
java.util.regex.Pattern	int single ()	0.000122000	12	0.000237000	0	0
java.io.UnixFileSystem	java.lang.String normalize (java.lang.String, int, int)	0.000122000	4	0.000311000	4	64
java.io.Writer	void write (java.lang.String)	0.000122000	17	0.000564000	0	0
java.lang.AbstractStringBuilder	java.lang.AbstractStringBuilder append (int)	0.000122000	8	0.000159000	0	0
java.util.HashMap	java.util.HashMap$Entry getEntry (java.lang.Object)	0.000120000	7	0.000164000	0	0
sun.reflect.ByteVectorImpl	void put (int, byte)	0.000120000	38	0.000000000	0	0
sun.security.provider.NativePRNG$1	java.lang.Object run ()	0.000119000	1	0.002159000	3	88
sun.reflect.Label	void <init> ()	0.000119000	12	0.000310000	12	288
java.io.OutputStreamWriter	void write (char[], int, int)	0.000119000	17	0.003388000	0	0
sun.nio.cs.StreamEncoder$CharsetSE	void implFlushBuffer ()	0.000119000	17	0.001605000	0	0
sun.nio.cs.StreamEncoder	void flushBuffer ()	0.000118000	17	0.001724000	0	0
sun.reflect.AccessorGenerator	java.lang.String getClassName (java.lang.Class, boolean)	0.000118000	6	0.000287000	1	16
java.lang.Throwable	void <init> (java.lang.String)	0.000117000	15	0.000282000	0	0
java.io.FileOutputStream	void write (byte[], int, int)	0.000117000	17	0.000159000	0	0
java.util.regex.Pattern	void <clinit> ()	0.000114000	1	0.000050000	2	32
java.lang.StringCoding$CharsetSD	java.lang.String charsetName ()	0.000114000	14	0.000044000	0	0
java.io.OutputStreamWriter	void flushBuffer ()	0.000114000	17	0.001842000	0	0
sun.net.www.protocol.file.Handler	java.net.URLConnection openConnection (java.net.URL, java.net.Proxy)	0.000113000	4	0.007973000	4	64
java.security.BasicPermission	java.security.PermissionCollection newPermissionCollection ()	0.000113000	4	0.000886000	4	96
java.util.jar.Manifest$FastInputStream	void <init> (java.io.InputStream, int)	0.000112000	5	0.000049000	5	41040
java.util.regex.Pattern$Ques	boolean study (java.util.regex.Pattern$TreeInfo)	0.000112000	10	0.000662000	0	0
sun.reflect.ClassFileAssembler	void opc_invokespecial (short, int, int)	0.000112000	8	0.000361000	0	0
java.util.concurrent.locks.ReentrantLock$Sync	void <init> ()	0.000111000	16	0.000051000	0	0
java.util.jar.JarFile	java.lang.String[] getMetaInfEntryNames ()	0.000111000	3	0.000034000	17	616
java.util.regex.Pattern$JavaTypeClass	void <init> ()	0.000111000	16	0.000055000	0	0
java.util.Vector	java.lang.Object remove (int)	0.000111000	30	0.000000000	0	0
java.nio.CharBuffer	java.nio.CharBuffer wrap (char[])	0.000110000	16	0.000646000	0	0
sun.reflect.ClassFileAssembler	void emitInt (int)	0.000110000	6	0.000245000	0	0
java.nio.charset.CharsetDecoder	java.nio.charset.CoderResult flush (java.nio.CharBuffer)	0.000110000	16	0.000050000	0	0
java.lang.StringCoding	char[] access$100 (char[], int)	0.000109000	16	0.000214000	0	0
java.util.concurrent.locks.ReentrantLock$NonfairSync	void <init> ()	0.000109000	16	0.000162000	0	0
java.lang.Exception	void <init> (java.lang.String)	0.000109000	15	0.000399000	0	0
sun.reflect.AccessorGenerator	boolean canWidenTo (java.lang.Class, java.lang.Class)	0.000109000	16	0.000053000	0	0
java.util.HashMap	void <init> ()	0.000106000	10	0.000052000	10	800
java.io.BufferedWriter	void ensureOpen ()	0.000106000	34	0.000000000	0	0
java.io.PrintStream	void ensureOpen ()	0.000106000	34	0.000000000	0	0
java.io.FileInputStream	void open (java.lang.String)	0.000105000	4	0.001620000	0	0
java.security.Security	void initialize ()	0.000105000	1	0.006376000	3	96
java.io.FileInputStream	void <init> (java.io.File)	0.000104000	4	0.001762000	4	64
java.util.AbstractList$Itr	boolean hasNext ()	0.000104000	31	0.000000000	0	0
sun.reflect.ClassFileAssembler	void opc_checkcast (short)	0.000103000	10	0.000397000	0	0
java.util.HashMap	void resize (int)	0.000102000	10	0.001715000	10	2720
java.security.ProtectionDomain	void <init> (java.security.CodeSource, java.security.PermissionCollection, java.lang.ClassLoader, java.security.Principal[])	0.000102000	4	0.000012000	5	152
java.net.URLConnection	void <clinit> ()	0.000101000	1	0.000045000	2	48
java.util.AbstractMap	void <init> ()	0.000100000	31	0.000000000	0	0
java.lang.Class	java.lang.reflect.Constructor[] getDeclaredConstructors0 (boolean)	0.000100000	2	0.000000000	12	488
java.io.FileNotFoundException	void <init> (java.lang.String)	0.000099000	14	0.000574000	0	0
java.io.IOException	void <init> (java.lang.String)	0.000097000	14	0.000477000	0	0
java.lang.Long	long longValue ()	0.000096000	30	0.000000000	0	0
java.util.jar.Attributes	java.lang.Object put (java.lang.Object, java.lang.Object)	0.000096000	13	0.004024000	0	0
java.util.regex.Pattern$TreeInfo	void reset ()	0.000095000	29	0.000000000	0	0
java.security.CodeSource	void <init> (java.net.URL, java.security.CodeSigner[])	0.000095000	23	0.000000000	0	0
java.util.regex.Pattern	java.util.regex.Pattern$Node atom ()	0.000094000	3	0.000269000	0	0
java.lang.String	void checkBounds (byte[], int, int)	0.000094000	29	0.000000000	0	0
sun.reflect.ClassFileAssembler	void opc_instanceof (short)	0.000094000	9	0.000356000	0	0
java.util.zip.Inflater	void ensureOpen ()	0.000094000	30	0.000000000	0	0
java.util.jar.Attributes$Name	boolean isDigit (char)	0.000092000	30	0.000000000	0	0
java.io.FileInputStream	int readBytes (byte[], int, int)	0.000091000	4	0.000000000	0	0
java.util.Hashtable	void <init> ()	0.000091000	13	0.000268000	0	0
java.io.ExpiringCache	java.io.ExpiringCache$Entry entryFor (java.lang.String)	0.000090000	7	0.000404000	0	0
sun.reflect.ClassFileAssembler	void opc_new (short)	0.000089000	6	0.000329000	0	0
java.util.AbstractList$Itr	void <init> (java.util.AbstractList, java.util.AbstractList$1)	0.000087000	12	0.000046000	0	0
java.security.Provider$EngineDescription	void <init> (java.lang.String, boolean, boolean)	0.000087000	24	0.000000000	0	0
sun.misc.Launcher$AppClassLoader	java.security.PermissionCollection getPermissions (java.security.CodeSource)	0.000086000	4	0.023174000	4	96
sun.misc.FloatingDecimal	void dtoa (int, long, int)	0.000085000	1	0.000113000	1	48
sun.net.www.protocol.file.Handler	void parseURL (java.net.URL, java.lang.String, int, int)	0.000084000	7	0.003149000	0	0
java.util.StringTokenizer	void setMaxDelimCodePoint ()	0.000084000	2	0.000062000	0	0
java.lang.ThreadGroup	void uncaughtException (java.lang.Thread, java.lang.Throwable)	0.000083000	2	0.024272000	1	16
java.io.FilePermission	void <init> (java.lang.String, java.lang.String)	0.000083000	5	0.004827000	0	0
java.util.regex.Pattern$Ctype	void <init> (int)	0.000081000	11	0.000035000	0	0
sun.reflect.AccessorGenerator	short sub (short, short)	0.000081000	26	0.000000000	0	0
java.util.regex.Pattern	java.util.regex.Pattern$Node newSingle (int)	0.000079000	3	0.000060000	3	72
java.io.PrintStream	void println (java.lang.String)	0.000077000	7	0.005773000	0	0
java.lang.Class	java.lang.reflect.Field getDeclaredField (java.lang.String)	0.000076000	4	0.000812000	0	0
java.lang.Class	java.lang.reflect.Field[] privateGetDeclaredFields (boolean)	0.000076000	4	0.000366000	2	64
sun.misc.Resource	void <init> ()	0.000076000	23	0.000000000	0	0
java.util.BitSet	long bit (int)	0.000073000	23	0.000000000	0	0
sun.reflect.MethodAccessorGenerator$1	java.lang.Object run ()	0.000073000	1	0.001506000	0	0
java.util.regex.Pattern	java.util.regex.Pattern$Node retrieveCategoryNode (java.lang.String)	0.000072000	4	0.006349000	0	0
sun.misc.URLClassPath$JarLoader$1	java.net.URL getCodeSourceURL ()	0.000072000	22	0.000000000	0	0
sun.net.www.ParseUtil	void <init> ()	0.000071000	22	0.000000000	0	0
java.util.BitSet	int unitIndex (int)	0.000071000	23	0.000000000	0	0
java.lang.ref.Reference	void <init> (java.lang.Object)	0.000071000	10	0.000037000	0	0
java.util.concurrent.locks.AbstractQueuedSynchronizer	void <clinit> ()	0.000070000	1	0.000933000	0	0
java.lang.Class	java.lang.ClassLoader getClassLoader ()	0.000069000	9	0.000032000	0	0
sun.reflect.ClassDefiner	java.lang.Class defineClass (java.lang.String, byte[], int, int, java.lang.ClassLoader)	0.000069000	1	0.000529000	1	16
java.io.ByteArrayInputStream	int read (byte[], int, int)	0.000068000	12	0.000018000	0	0
java.lang.Class	java.lang.String getName ()	0.000068000	10	0.000122000	0	0
java.io.ObjectStreamField	void <init> (java.lang.String, java.lang.Class, boolean)	0.000068000	6	0.001644000	0	0
java.util.LinkedHashMap	java.lang.Object get (java.lang.Object)	0.000068000	7	0.000299000	0	0
java.lang.Class	java.lang.reflect.Constructor getConstructor0 (java.lang.Class[], int)	0.000067000	2	0.000363000	0	0
sun.reflect.MethodAccessorGenerator	java.lang.String buildInternalSignature ()	0.000067000	1	0.000461000	1	16
sun.reflect.Label$PatchInfo	void <init> (sun.reflect.ClassFileAssembler, short, short, int)	0.000067000	19	0.000000000	0	0
java.util.regex.Pattern$GroupTail	void <init> (int, int)	0.000067000	9	0.000029000	0	0
java.util.jar.Attributes	void <init> (int)	0.000066000	6	0.000186000	6	240
sun.security.provider.Sun	void <clinit> ()	0.000066000	1	0.009829000	1	8
java.lang.ClassLoader	java.lang.ClassLoader getCallerClassLoader ()	0.000066000	6	0.000046000	0	0
java.util.StringTokenizer	java.lang.String nextToken ()	0.000065000	5	0.000481000	0	0
java.security.Security	java.io.File securityPropFile (java.lang.String)	0.000065000	1	0.000729000	2	32
java.lang.ref.SoftReference	void <init> (java.lang.Object)	0.000065000	9	0.000097000	0	0
sun.misc.URLClassPath$FileLoader	void <init> (java.net.URL)	0.000064000	1	0.001432000	1	16
java.util.regex.Pattern$GroupHead	void <init> (int)	0.000064000	9	0.000031000	0	0
sun.reflect.ByteVectorImpl	void resize (int)	0.000064000	6	0.000023000	6	3696
sun.reflect.MethodAccessorGenerator	sun.reflect.ConstructorAccessor generateConstructor (java.lang.Class, java.lang.Class[], java.lang.Class[], int)	0.000063000	1	0.053504000	0	0
java.util.Dictionary	void <init> ()	0.000063000	20	0.000000000	0	0
java.io.FilePermissionCollection	void <init> ()	0.000062000	4	0.000119000	4	96
java.security.Permissions	void <init> ()	0.000062000	4	0.000129000	4	160
java.lang.Class	java.lang.reflect.Field searchFields (java.lang.reflect.Field[], java.lang.String)	0.000061000	4	0.000196000	0	0
java.lang.Thread	void <init> (java.lang.ThreadGroup, java.lang.String)	0.000061000	5	0.000802000	5	40
java.util.regex.Pattern$Range	boolean study (java.util.regex.Pattern$TreeInfo)	0.000061000	8	0.000024000	0	0
java.io.UnixFileSystem	java.lang.String canonicalize (java.lang.String)	0.000061000	5	0.001563000	0	0
java.security.AccessController	java.security.AccessControlContext getContext ()	0.000061000	5	0.000112000	0	0
java.util.zip.ZipEntry	boolean isDirectory ()	0.000061000	9	0.000096000	0	0
java.lang.Throwable	java.lang.String toString ()	0.000060000	1	0.000216000	1	16
java.lang.Thread	void setPriority (int)	0.000060000	5	0.000073000	0	0
java.lang.ClassLoader	java.lang.Package definePackage (java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.net.URL)	0.000060000	3	0.000745000	3	144
java.lang.Shutdown	void <clinit> ()	0.000059000	1	0.000024000	2	16
java.util.AbstractList$Itr	void checkForComodification ()	0.000059000	19	0.000000000	0	0
java.lang.ClassLoader	boolean compareCerts (java.security.cert.Certificate[], java.security.cert.Certificate[])	0.000059000	19	0.000000000	0	0
sun.reflect.AccessorGenerator	short indexForPrimitiveType (java.lang.Class)	0.000059000	18	0.000000000	0	0
java.util.regex.Pattern	void accept (int, java.lang.String)	0.000058000	9	0.000032000	0	0
java.util.regex.Pattern$Range	void <init> (int)	0.000058000	6	0.000021000	0	0
java.io.BufferedWriter	void newLine ()	0.000058000	8	0.000302000	0	0
java.util.zip.ZipFile	void initDBBConstructor ()	0.000058000	1	0.001114000	1	8
java.util.regex.Pattern$BitClass	void <init> (boolean)	0.000058000	5	0.000016000	5	1360
java.security.BasicPermissionCollection	void <init> ()	0.000058000	4	0.000121000	4	160
org.openscience.cdk.AtomContainer	void growAtomArray ()	0.000058000	4	0.000073000	4	1264
java.io.PrintStream	void print (java.lang.String)	0.000058000	8	0.003420000	0	0
java.lang.Package	boolean isSealed ()	0.000058000	19	0.000000000	0	0
java.security.CodeSource	boolean matchCerts (java.security.CodeSource, boolean)	0.000058000	19	0.000000000	0	0
java.security.Provider	void putId ()	0.000057000	1	0.018821000	0	0
java.lang.StringBuilder	java.lang.StringBuilder append (int)	0.000057000	8	0.000281000	0	0
java.security.AccessController	java.security.AccessControlContext getStackAccessControlContext ()	0.000057000	5	0.000000000	5	120
java.io.File	java.lang.String getCanonicalPath ()	0.000056000	5	0.001678000	0	0
sun.reflect.ClassFileAssembler	void opc_sipush (short)	0.000056000	4	0.000198000	0	0
java.util.zip.ZipFile$1	java.lang.Object run ()	0.000056000	1	0.001043000	1	24
java.security.BasicPermissionCollection	void <clinit> ()	0.000055000	1	0.000652000	4	120
java.util.regex.Pattern$Start	void <init> (java.util.regex.Pattern$Node)	0.000055000	1	0.001535000	1	24
java.util.concurrent.ConcurrentHashMap$Segment	void setTable (java.util.concurrent.ConcurrentHashMap$HashEntry[])	0.000055000	16	0.000000000	0	0
java.util.Arrays	void mergeSort (java.lang.Object[], java.lang.Object[], int, int, int)	0.000055000	5	0.000410000	3	112
java.nio.charset.CharsetDecoder	java.nio.charset.CharsetDecoder reset ()	0.000055000	16	0.000000000	0	0
sun.nio.cs.StreamEncoder	void ensureOpen ()	0.000053000	17	0.000000000	0	0
sun.security.provider.NativePRNG$RandomIO	void <init> (java.io.File, java.io.File)	0.000053000	1	0.000915000	6	104
java.io.BufferedWriter	int min (int, int)	0.000053000	17	0.000000000	0	0
java.nio.Buffer	java.nio.Buffer clear ()	0.000053000	17	0.000000000	0	0
java.nio.charset.CharsetDecoder	float maxCharsPerByte ()	0.000053000	16	0.000000000	0	0
java.lang.Class	java.lang.ClassLoader getClassLoader0 ()	0.000052000	15	0.000000000	0	0
java.io.ByteArrayOutputStream	void <init> (int)	0.000052000	5	0.000018000	5	240
sun.reflect.AccessorGenerator	void <clinit> ()	0.000052000	1	0.000030000	1	48
java.nio.Buffer	java.nio.Buffer flip ()	0.000052000	17	0.000000000	0	0
java.util.concurrent.locks.AbstractQueuedSynchronizer	void <init> ()	0.000051000	16	0.000000000	0	0
java.io.BufferedInputStream	int read1 (byte[], int, int)	0.000051000	3	0.000092000	0	0
sun.reflect.ReflectionFactory	int inflationThreshold ()	0.000051000	16	0.000000000	0	0
sun.reflect.ClassFileAssembler	void opc_athrow ()	0.000051000	5	0.000064000	0	0
java.util.jar.JarVerifier	void update (int, byte[], int, int, sun.security.util.ManifestEntryVerifier)	0.000050000	6	0.000030000	0	0
java.util.Hashtable	void rehash ()	0.000050000	5	0.000000000	5	1000
java.util.jar.Manifest$FastInputStream	byte peek ()	0.000050000	14	0.000095000	0	0
java.nio.charset.CharsetDecoder	java.nio.charset.CoderResult implFlush (java.nio.CharBuffer)	0.000050000	16	0.000000000	0	0
java.util.Hashtable	void <init> (int)	0.000049000	7	0.000145000	0	0
java.util.StringTokenizer	boolean hasMoreTokens ()	0.000049000	7	0.000121000	0	0
java.lang.Object	java.lang.Class getClass ()	0.000049000	14	0.000000000	0	0
java.lang.Package	java.lang.String getSystemPackage0 (java.lang.String)	0.000049000	6	0.000000000	0	0
java.lang.Class	java.lang.reflect.Constructor[] privateGetDeclaredConstructors (boolean)	0.000048000	2	0.000152000	2	64
java.io.UnixFileSystem	java.lang.String canonicalize0 (java.lang.String)	0.000048000	1	0.000789000	2	80
java.util.regex.Pattern$Ctype	boolean study (java.util.regex.Pattern$TreeInfo)	0.000048000	6	0.000020000	0	0
sun.security.util.Debug	sun.security.util.Debug getInstance (java.lang.String, java.lang.String)	0.000048000	6	0.000018000	0	0
sun.reflect.AccessorGenerator	void emitWideningBytecodeForPrimitiveConversion (sun.reflect.ClassFileAssembler, java.lang.Class, java.lang.Class)	0.000048000	9	0.000067000	0	0
sun.reflect.Reflection	java.lang.Class getCallerClass (int)	0.000048000	10	0.000000000	0	0
sun.misc.Unsafe	sun.misc.Unsafe getUnsafe ()	0.000047000	4	0.000067000	0	0
java.lang.Throwable	java.lang.StackTraceElement[] getOurStackTrace ()	0.000047000	1	0.000136000	1	40
java.io.BufferedInputStream	int read (byte[], int, int)	0.000047000	3	0.000183000	0	0
java.lang.StringBuffer	void <init> ()	0.000047000	7	0.000038000	0	0
sun.reflect.AccessorGenerator	void emitConstructor ()	0.000047000	1	0.000867000	1	32
java.lang.Object	java.lang.Object clone ()	0.000047000	7	0.000000000	7	536
java.util.AbstractList$Itr	void <init> (java.util.AbstractList)	0.000046000	12	0.000000000	0	0
java.io.ExpiringCache	java.lang.String get (java.lang.String)	0.000046000	6	0.000450000	0	0
sun.security.provider.NativePRNG	sun.security.provider.NativePRNG$RandomIO initIO ()	0.000046000	1	0.002294000	1	8
sun.security.util.SignatureFileVerifier	boolean isBlockOrSF (java.lang.String)	0.000045000	3	0.000090000	0	0
java.util.regex.Pattern$Ques	void <init> (java.util.regex.Pattern$Node, int)	0.000045000	4	0.000013000	0	0
java.util.regex.Pattern$Single	boolean study (java.util.regex.Pattern$TreeInfo)	0.000045000	6	0.001956000	0	0
java.io.UnixFileSystem	java.lang.String resolve (java.lang.String, java.lang.String)	0.000044000	1	0.000134000	1	16
java.util.zip.Inflater	void initIDs ()	0.000044000	1	0.000028000	2	112
sun.nio.cs.UTF_8	java.lang.String historicalName ()	0.000044000	14	0.000000000	0	0
java.lang.Class	boolean desiredAssertionStatus ()	0.000043000	4	0.000063000	0	0
java.security.BasicPermission	void <init> (java.lang.String)	0.000043000	4	0.000057000	0	0
java.io.ByteArrayInputStream	void <init> (byte[])	0.000042000	5	0.000017000	0	0
java.lang.ClassLoader	void <init> (java.lang.ClassLoader)	0.000042000	1	0.000153000	5	144
java.util.StringTokenizer	int countTokens ()	0.000042000	2	0.000531000	0	0
sun.reflect.ReflectionFactory	java.lang.reflect.Field copyField (java.lang.reflect.Field)	0.000042000	4	0.000123000	0	0
sun.reflect.ClassFileAssembler	void opc_dup ()	0.000042000	4	0.000095000	0	0
java.io.FilePermissionCollection	void add (java.security.Permission)	0.000041000	4	0.000042000	0	0
java.security.PermissionCollection	void <init> ()	0.000040000	12	0.000000000	0	0
java.io.ObjectStreamField	void <init> (java.lang.String, java.lang.Class)	0.000040000	6	0.001712000	0	0
java.util.zip.ZipFile	void initIDs ()	0.000040000	1	0.000031000	2	104
sun.reflect.AccessorGenerator	boolean isPrimitive (java.lang.Class)	0.000040000	6	0.000021000	0	0
sun.reflect.ClassFileAssembler	void opc_aload_1 ()	0.000040000	4	0.000080000	0	0
