Threads
thread	group	parent	class	method
--------------------------------------------------------------
0x80a4b80	Finalizer	system	<unknown>	
0x80a3e38	Reference Handler	system	<unknown>	
0x8246ea8	Signal Dispatcher	system	<unknown>	
0x8244db0	jmp-gtk	system	<unknown>	



Classdump
class_name	#instaces	max #instances	size	#GC	tenure
java.lang.Throwable	java.lang.Throwable getCause ()	0.000004000	1	0.000000000	0	0
java.lang.Float	int floatToIntBits (float)	0.000004000	1	0.000000000	0	0
java.lang.Shutdown	void runHooks ()	0.000004000	1	0.000000000	0	0
java.lang.String	java.lang.String trim ()	0.000004000	1	0.000000000	0	0
sun.misc.FloatingDecimal	int countBits (long)	0.000004000	1	0.000000000	0	0
java.nio.Bits	sun.misc.Unsafe unsafe ()	0.000004000	1	0.000000000	0	0
sun.security.provider.NativePRNG	boolean isAvailable ()	0.000004000	1	0.000000000	0	0
java.util.zip.ZipFile	java.lang.reflect.Constructor access$100 ()	0.000003000	1	0.000000000	0	0
java.util.zip.ZipFile	java.lang.reflect.Constructor access$102 (java.lang.reflect.Constructor)	0.000003000	1	0.000000000	0	0
java.lang.Class$1	void <init> (java.lang.Class, java.lang.reflect.Constructor)	0.000003000	1	0.000000000	0	0
sun.misc.Resource	java.security.CodeSigner[] getCodeSigners ()	0.000003000	1	0.000000000	0	0
java.lang.reflect.Modifier	boolean isPublic (int)	0.000003000	1	0.000000000	0	0
sun.reflect.NativeConstructorAccessorImpl	void setParent (sun.reflect.DelegatingConstructorAccessorImpl)	0.000003000	1	0.000000000	0	0
java.io.ExpiringCache$1	boolean removeEldestEntry (java.util.Map$Entry)	0.000003000	1	0.000000000	0	0
java.lang.ref.ReferenceQueue$Lock	void <init> ()	0.000003000	1	0.000000000	0	0
sun.misc.URLClassPath$Loader	java.net.URL[] getClassPath ()	0.000003000	1	0.000000000	0	0
java.io.ExpiringCache$Entry	void <init> (long, java.lang.String)	0.000003000	1	0.000000000	0	0
